_id,address.building,address.coord,address.street,address.zipcode,borough,cuisine,grades,name,restaurant_id
623dfc93033c411989315c95,309,"[-73.9801846,40.7801316]",Amsterdam Avenue,10023,Manhattan,American ,"[{""date"":{""$date"":""2014-11-13T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2014-06-26T00:00:00Z""},""grade"":""C"",""score"":33},{""date"":{""$date"":""2013-10-01T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2013-04-02T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2012-09-06T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-03-30T00:00:00Z""},""grade"":""A"",""score"":12}]",Candle Bar,40376031
623dfc93033c411989315c96,155,"[-73.9558969,40.778154]",East   84 Street,10028,Manhattan,Jewish/Kosher,"[{""date"":{""$date"":""2014-10-29T00:00:00Z""},""grade"":""A"",""score"":6},{""date"":{""$date"":""2014-04-23T00:00:00Z""},""grade"":""B"",""score"":20},{""date"":{""$date"":""2013-05-22T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-05-02T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2011-11-22T00:00:00Z""},""grade"":""A"",""score"":13}]",Tevere 84,40376039
623dfc93033c411989315c97,1,"[-73.990556,40.749722]",Penn Plaza,10001,Manhattan,"Ice Cream, Gelato, Yogurt, Ices","[{""date"":{""$date"":""2014-02-21T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2013-01-07T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2012-01-17T00:00:00Z""},""grade"":""A"",""score"":9}]",Haagen-Dazs,40376067
623dfc93033c411989315c98,20002,"[-73.782866,40.757529]",Northern Boulevard,11361,Queens,Greek,"[{""date"":{""$date"":""2014-11-10T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2014-05-20T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-04-22T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-08-22T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-03-31T00:00:00Z""},""grade"":""B"",""score"":15}]",Fontana Famous Pizza & Gyro,40376077
623dfc93033c411989315c99,464,"[-92.73084399999999,41.7461462]",6 Avenue,10011,Manhattan,Chinese,"[{""date"":{""$date"":""2013-12-16T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-04-17T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2012-10-16T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-04-10T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2011-11-16T00:00:00Z""},""grade"":""A"",""score"":10}]","Charlie'S Mom Chinese Restaurant",40376121
623dfc93033c411989315c9a,1494,"[-73.955387,40.772368]",Second Avenue,10075,Manhattan,Italian,"[{""date"":{""$date"":""2014-01-23T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2013-07-11T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2013-01-22T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2012-05-08T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2011-11-02T00:00:00Z""},""grade"":""A"",""score"":11}]","Lusardi'S Restaurant",40376142
623dfc93033c411989315c9b,10932,"[-73.8397963,40.7191179]",Ascan Avenue,11375,Queens,Italian,"[{""date"":{""$date"":""2014-03-12T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2013-07-31T00:00:00Z""},""grade"":""B"",""score"":14},{""date"":{""$date"":""2013-02-04T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-07-09T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2011-12-08T00:00:00Z""},""grade"":""B"",""score"":22},{""date"":{""$date"":""2011-06-27T00:00:00Z""},""grade"":""B"",""score"":21}]",Portofino,40376204
623dfc93033c411989315c9c,500,"[-74.1069208,40.6302784]",Forest Avenue,10310,Staten Island,American ,"[{""date"":{""$date"":""2014-06-17T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-07-05T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2013-01-08T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2011-10-26T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2011-07-02T00:00:00Z""},""grade"":""A"",""score"":13}]","King'S Arms Restaurant",40376290
623dfc93033c411989315c9d,131,"[-74.00064259999999,40.7309096]",West 3 Street,10012,Manhattan,American ,"[{""date"":{""$date"":""2014-05-07T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-10-18T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2012-09-11T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2011-09-20T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2011-05-12T00:00:00Z""},""grade"":""C"",""score"":28}]",Blue Note Jazz,40376352
623dfc93033c411989315c9e,500,"[-73.9724015,40.7403386]",East   30 Street,10016,Manhattan,Seafood,"[{""date"":{""$date"":""2015-01-13T00:00:00Z""},""grade"":""Z"",""score"":25},{""date"":{""$date"":""2014-04-24T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2013-08-27T00:00:00Z""},""grade"":""A"",""score"":11}]",The Water Club,40376493
623dfc93033c411989315c9f,345,"[-73.9957111,40.6821943]",Court Street,11231,Brooklyn,Italian,"[{""date"":{""$date"":""2014-09-30T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2014-03-31T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-12-29T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2012-03-29T00:00:00Z""},""grade"":""B"",""score"":21}]",Marco Polo Ristorante,40376495
623dfc93033c411989315ca0,80,"[-74.0023353,40.7333573]",Grove Street,10014,Manhattan,American ,"[{""date"":{""$date"":""2014-12-17T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2014-07-09T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2013-12-11T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-05-06T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2012-09-18T00:00:00Z""},""grade"":""A"",""score"":13}]",Manhattan Monster,40376496
623dfc93033c411989315ca1,,"[-73.97911239999999,40.7834791]",W 79 Street,10024,Manhattan,American ,"[{""date"":{""$date"":""2014-05-08T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-09-12T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2013-02-12T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2011-10-25T00:00:00Z""},""grade"":""A"",""score"":3},{""date"":{""$date"":""2011-05-26T00:00:00Z""},""grade"":""A"",""score"":13}]",American Museum Of Natural History Food Court,40376515
623dfc93033c411989315ca2,0,"[-84.1899005,39.7642657]",Memorial Ice Skating,10314,Staten Island,American ,"[{""date"":{""$date"":""2014-02-14T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-02-18T00:00:00Z""},""grade"":""A"",""score"":8}]",War Memorial Ice Skating Rink,40376583
623dfc93033c411989315ca3,156,"[-73.9946329,40.690043]",Atlantic Avenue,11201,Brooklyn,Mediterranean,"[{""date"":{""$date"":""2015-01-08T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2014-07-31T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2013-08-22T00:00:00Z""},""grade"":""B"",""score"":15},{""date"":{""$date"":""2012-10-01T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2012-02-13T00:00:00Z""},""grade"":""B"",""score"":27}]",Tripoli Restaurant,40376635
623dfc93033c411989315ca4,72,"[-74.001763,40.7282465]",Mac Dougal Street,10012,Manhattan,French,"[{""date"":{""$date"":""2014-05-07T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2013-09-04T00:00:00Z""},""grade"":""B"",""score"":20},{""date"":{""$date"":""2013-03-12T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-06-20T00:00:00Z""},""grade"":""B"",""score"":26},{""date"":{""$date"":""2012-01-03T00:00:00Z""},""grade"":""A"",""score"":2}]",Chez Jaqueline,40376687
623dfc93033c411989315ca5,1215,"[-73.9612178,40.7684788]",Third Avenue,10021,Manhattan,Delicatessen,"[{""date"":{""$date"":""2014-10-30T00:00:00Z""},""grade"":""Z"",""score"":19},{""date"":{""$date"":""2013-10-15T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2012-10-16T00:00:00Z""},""grade"":""A"",""score"":12}]",Pj Bernstein Deli & Restaurant,40376718
623dfc93033c411989315ca6,906,"[-73.980002,40.7659216]",7 Avenue,10019,Manhattan,Irish,"[{""date"":{""$date"":""2014-09-17T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2014-03-20T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2013-08-06T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-07-23T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2011-12-14T00:00:00Z""},""grade"":""A"",""score"":7}]","Pj Carney'S",40376735
623dfc93033c411989315ca7,401,"[-74.3731727,40.4404759]",44 Drive Foot E.River,11101,Queens,American ,"[{""date"":{""$date"":""2014-12-02T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2014-06-18T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-11-21T00:00:00Z""},""grade"":""C"",""score"":32},{""date"":{""$date"":""2013-05-02T00:00:00Z""},""grade"":""B"",""score"":27},{""date"":{""$date"":""2012-08-23T00:00:00Z""},""grade"":""B"",""score"":26},{""date"":{""$date"":""2012-01-12T00:00:00Z""},""grade"":""B"",""score"":22}]","Water'S Edge Club",40376933
623dfc93033c411989315ca8,172,"[-74.0001023,40.7276736]",Thompson Street,10012,Manhattan,Japanese,"[{""date"":{""$date"":""2014-10-15T00:00:00Z""},""grade"":""B"",""score"":24},{""date"":{""$date"":""2014-02-25T00:00:00Z""},""grade"":""B"",""score"":27},{""date"":{""$date"":""2013-07-12T00:00:00Z""},""grade"":""C"",""score"":10},{""date"":{""$date"":""2012-10-24T00:00:00Z""},""grade"":""B"",""score"":26},{""date"":{""$date"":""2012-04-04T00:00:00Z""},""grade"":""B"",""score"":23}]",Tomoe Sushi,40376944
623dfc93033c411989315ca9,1207,"[-73.9592644,40.8088612]",Amsterdam Avenue,10027,Manhattan,American ,"[{""date"":{""$date"":""2014-09-03T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2014-04-18T00:00:00Z""},""grade"":""C"",""score"":0},{""date"":{""$date"":""2013-09-24T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-03-11T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2011-12-20T00:00:00Z""},""grade"":""A"",""score"":12}]",Amsterdam Restaurant & Tapas Lounge,40377111
623dfc93033c411989315caa,703,"[-73.79064389999999,40.8575687]",Minnieford Ave,10464,Bronx,Seafood,"[{""date"":{""$date"":""2014-09-09T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2014-04-01T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2013-08-26T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-03-04T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-06-14T00:00:00Z""},""grade"":""A"",""score"":10}]","Jp'S Waterside Restaurant",40377124
623dfc93033c411989315cab,203,"[-73.83732549999999,40.57984829999999]",Beach  116 Street,11694,Queens,Irish,"[{""date"":{""$date"":""2014-03-15T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-03-14T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2011-12-19T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2011-09-14T00:00:00Z""},""grade"":""A"",""score"":10}]",Rogers Irish Tavern,40377164
623dfc93033c411989315cac,749,"[-73.8657838,40.8544744]",Lydig Avenue,10462,Bronx,Pizza/Italian,"[{""date"":{""$date"":""2015-01-09T00:00:00Z""},""grade"":""Z"",""score"":17},{""date"":{""$date"":""2014-06-25T00:00:00Z""},""grade"":""B"",""score"":20},{""date"":{""$date"":""2013-12-09T00:00:00Z""},""grade"":""B"",""score"":22},{""date"":{""$date"":""2013-06-15T00:00:00Z""},""grade"":""B"",""score"":24},{""date"":{""$date"":""2012-05-30T00:00:00Z""},""grade"":""A"",""score"":7}]",John & Joe Pizzeria & Restaurant,40377243
623dfc93033c411989315cad,645,"[-74.2078085,40.5427718]",Rossville Avenue,10309,Staten Island,Pizza/Italian,"[{""date"":{""$date"":""2014-12-29T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2014-06-24T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2013-03-14T00:00:00Z""},""grade"":""A"",""score"":2},{""date"":{""$date"":""2012-05-14T00:00:00Z""},""grade"":""A"",""score"":7}]",Sunset Pizzeria,40377262
623dfc93033c411989315cae,7002,"[-73.8803351,40.7017284]",Copper Avenue,11385,Queens,Hamburgers,"[{""date"":{""$date"":""2014-12-17T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2014-07-09T00:00:00Z""},""grade"":""A"",""score"":2},{""date"":{""$date"":""2014-01-28T00:00:00Z""},""grade"":""A"",""score"":3},{""date"":{""$date"":""2013-08-07T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2013-02-13T00:00:00Z""},""grade"":""A"",""score"":4},{""date"":{""$date"":""2012-07-23T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2012-02-08T00:00:00Z""},""grade"":""A"",""score"":8}]","Mcdonald'S",40377294
623dfc93033c411989315caf,267,"[-73.9811382,40.7788729]",Amsterdam Avenue,10023,Manhattan,American ,"[{""date"":{""$date"":""2014-09-04T00:00:00Z""},""grade"":""A"",""score"":3},{""date"":{""$date"":""2014-04-01T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-03-14T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-09-24T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-04-26T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2011-12-02T00:00:00Z""},""grade"":""B"",""score"":16}]",Utopia Restaurant,40377299
623dfc93033c411989315cb0,521,"[-73.9774801,40.7461444]",Third Avenue,10016,Manhattan,American ,"[{""date"":{""$date"":""2014-12-30T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-12-23T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2012-12-06T00:00:00Z""},""grade"":""A"",""score"":5}]",Jackson Hole,40377325
623dfc93033c411989315cb1,16402,"[-73.8047246,40.7328495]",69 Avenue,11365,Queens,Italian,"[{""date"":{""$date"":""2014-08-21T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2014-02-05T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-06-13T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-04-18T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2011-12-07T00:00:00Z""},""grade"":""A"",""score"":5}]",Napoli Pizza,40377385
623dfc93033c411989315cb2,7303,"[-74.027017,40.632575]",3 Avenue,11209,Brooklyn,Pizza/Italian,"[{""date"":{""$date"":""2014-01-07T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2013-01-19T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-06-05T00:00:00Z""},""grade"":""C"",""score"":30}]",Vesuvio Restaurant & Pizza,40377506
623dfc93033c411989315cb3,228-13,"[-73.7416329,40.6767449]",Merrick Boulevard,11413,Queens,Caribbean,"[{""date"":{""$date"":""2013-11-25T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-12-05T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-07-19T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2012-01-31T00:00:00Z""},""grade"":""B"",""score"":26},{""date"":{""$date"":""2011-08-12T00:00:00Z""},""grade"":""B"",""score"":16},{""date"":{""$date"":""2011-03-16T00:00:00Z""},""grade"":""B"",""score"":24}]",Western Bakery,40377560
623dfc93033c411989315cb4,823,"[-73.971606,40.751148]",Second Avenue,10017,Manhattan,American ,"[{""date"":{""$date"":""2014-12-04T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2014-06-27T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2014-01-21T00:00:00Z""},""grade"":""C"",""score"":2},{""date"":{""$date"":""2013-06-06T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2012-12-28T00:00:00Z""},""grade"":""B"",""score"":17},{""date"":{""$date"":""2012-07-18T00:00:00Z""},""grade"":""B"",""score"":25},{""date"":{""$date"":""2012-02-09T00:00:00Z""},""grade"":""A"",""score"":13}]",Johns Cafe & Resturant,40377630
623dfc93033c411989315cb5,162,"[-74.0014102,40.7318195]",West    4 Street,10014,Manhattan,Greek,"[{""date"":{""$date"":""2014-12-18T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2014-07-29T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2014-01-17T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-07-11T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2013-01-18T00:00:00Z""},""grade"":""A"",""score"":2}]",Karavas Place,40377698
623dfc93033c411989315cb6,200,"[-73.983169,40.7774031]",West   70 Street,10023,Manhattan,French,"[{""date"":{""$date"":""2014-04-25T00:00:00Z""},""grade"":""A"",""score"":5},{""date"":{""$date"":""2013-03-19T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-10-04T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2011-11-14T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2011-07-14T00:00:00Z""},""grade"":""A"",""score"":2}]",Cafe Luxembourg,40377789
623dfc93033c411989315cb7,552,"[-73.9070012,40.7090773]",Grandview Avenue,11385,Queens,American ,"[{""date"":{""$date"":""2014-09-09T00:00:00Z""},""grade"":""B"",""score"":14},{""date"":{""$date"":""2014-01-07T00:00:00Z""},""grade"":""B"",""score"":18},{""date"":{""$date"":""2012-11-29T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2011-12-14T00:00:00Z""},""grade"":""A"",""score"":10}]",Windjammers Bar,40377908
623dfc93033c411989315cb8,153-67,"[-73.8153553,40.7394901]",Horace Harding Expressway,11367,Queens,Donuts,"[{""date"":{""$date"":""2014-02-24T00:00:00Z""},""grade"":""A"",""score"":8},{""date"":{""$date"":""2013-02-01T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-08-27T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2011-09-01T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2011-03-24T00:00:00Z""},""grade"":""C"",""score"":36}]","Dunkin' Donuts/Baskin' Robbins",40378035
623dfc93033c411989315cb9,2664,"[-73.9689746,40.7979687]",Broadway,10025,Manhattan,American ,"[{""date"":{""$date"":""2014-05-29T00:00:00Z""},""grade"":""B"",""score"":20},{""date"":{""$date"":""2013-11-27T00:00:00Z""},""grade"":""C"",""score"":32},{""date"":{""$date"":""2013-07-25T00:00:00Z""},""grade"":""C"",""score"":5},{""date"":{""$date"":""2013-02-25T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-02-17T00:00:00Z""},""grade"":""A"",""score"":13}]",Broadway Restaurant,40378136
623dfc93033c411989315cba,107-08,"[-73.8454959,40.7207511]",70 Road,11375,Queens,Japanese,"[{""date"":{""$date"":""2014-06-25T00:00:00Z""},""grade"":""A"",""score"":6},{""date"":{""$date"":""2014-01-09T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-05-02T00:00:00Z""},""grade"":""A"",""score"":2},{""date"":{""$date"":""2012-09-11T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2012-02-13T00:00:00Z""},""grade"":""A"",""score"":4},{""date"":{""$date"":""2011-09-15T00:00:00Z""},""grade"":""B"",""score"":27}]",Narita Japanese Restaurant,40378190
623dfc93033c411989315cbb,168,"[-73.94100100000001,40.798046]",East  116 Street,10029,Manhattan,Mexican,"[{""date"":{""$date"":""2014-09-02T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2014-04-01T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2013-09-05T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-03-22T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2011-12-16T00:00:00Z""},""grade"":""A"",""score"":12}]",Cuchifrito,40378212
623dfc93033c411989315cbc,116,"[-74.00141959999999,40.7408836]",8 Avenue,10011,Manhattan,Mexican,"[{""date"":{""$date"":""2014-11-10T00:00:00Z""},""grade"":""B"",""score"":24},{""date"":{""$date"":""2014-03-11T00:00:00Z""},""grade"":""B"",""score"":16},{""date"":{""$date"":""2013-09-16T00:00:00Z""},""grade"":""C"",""score"":9},{""date"":{""$date"":""2012-10-03T00:00:00Z""},""grade"":""B"",""score"":27},{""date"":{""$date"":""2012-04-25T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2011-12-19T00:00:00Z""},""grade"":""B"",""score"":25}]","Mary Ann'S",40378272
623dfc93033c411989315cbd,315,"[-73.9940325,40.681185]",Smith Street,11231,Brooklyn,Italian,"[{""date"":{""$date"":""2015-01-02T00:00:00Z""},""grade"":""Z"",""score"":24},{""date"":{""$date"":""2013-07-18T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-02-20T00:00:00Z""},""grade"":""A"",""score"":4},{""date"":{""$date"":""2012-05-03T00:00:00Z""},""grade"":""A"",""score"":11}]",Red Rose,40378328
623dfc93033c411989315cbe,1014,"[-73.89687649999999,40.8166811]",Longwood Avenue,10459,Bronx,Pizza,"[{""date"":{""$date"":""2014-09-25T00:00:00Z""},""grade"":""Z"",""score"":24},{""date"":{""$date"":""2014-03-19T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2014-01-21T00:00:00Z""},""grade"":""P"",""score"":10},{""date"":{""$date"":""2013-06-14T00:00:00Z""},""grade"":""C"",""score"":40},{""date"":{""$date"":""2012-11-29T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2012-06-22T00:00:00Z""},""grade"":""B"",""score"":22},{""date"":{""$date"":""2012-01-19T00:00:00Z""},""grade"":""B"",""score"":22}]","Tony'S Pizza",40378347
623dfc93033c411989315cbf,313,"[-73.97256639999999,40.59727549999999]",Avenue U,11223,Brooklyn,Italian,"[{""date"":{""$date"":""2014-08-27T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2013-10-24T00:00:00Z""},""grade"":""B"",""score"":24},{""date"":{""$date"":""2013-05-02T00:00:00Z""},""grade"":""B"",""score"":19},{""date"":{""$date"":""2012-10-09T00:00:00Z""},""grade"":""C"",""score"":5},{""date"":{""$date"":""2012-04-12T00:00:00Z""},""grade"":""B"",""score"":22},{""date"":{""$date"":""2011-10-05T00:00:00Z""},""grade"":""A"",""score"":13}]",Fiorentino Ristorante,40378383
623dfc93033c411989315cc0,9310,"[-73.84938439999999,40.688197]",Woodhaven Boulevard,11421,Queens,American ,"[{""date"":{""$date"":""2013-12-27T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-06-07T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2012-04-12T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2011-10-14T00:00:00Z""},""grade"":""A"",""score"":9}]","Port O' Calls",40378534
623dfc93033c411989315cc1,32,"[-73.9932049,40.7321769]",East   10 Street,10003,Manhattan,Italian,"[{""date"":{""$date"":""2014-04-29T00:00:00Z""},""grade"":""A"",""score"":10},{""date"":{""$date"":""2013-09-05T00:00:00Z""},""grade"":""A"",""score"":7},{""date"":{""$date"":""2013-01-22T00:00:00Z""},""grade"":""A"",""score"":4},{""date"":{""$date"":""2012-06-11T00:00:00Z""},""grade"":""A"",""score"":2}]",Il Cantinori Restauraunt,40378571
623dfc93033c411989315cc2,463,"[-73.9896961,40.7516989]",7 Avenue,10018,Manhattan,American ,"[{""date"":{""$date"":""2014-02-28T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-10-21T00:00:00Z""},""grade"":""C"",""score"":9},{""date"":{""$date"":""2012-10-18T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-06-05T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2011-11-15T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2011-05-27T00:00:00Z""},""grade"":""A"",""score"":10}]",Andrews Coffee Shop,40378579
623dfc93033c411989315cc3,7919,"[-73.8514393,40.693942]",Jamaica Avenue,11421,Queens,American ,"[{""date"":{""$date"":""2014-09-11T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2014-03-24T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-01-31T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2012-06-25T00:00:00Z""},""grade"":""B"",""score"":15}]","Mike'S Pub",40378585
623dfc93033c411989315cc4,6121,"[-73.90092960000001,40.7137698]",Fresh Pond Road,11379,Queens,American ,"[{""date"":{""$date"":""2014-11-25T00:00:00Z""},""grade"":""A"",""score"":12},{""date"":{""$date"":""2013-11-09T00:00:00Z""},""grade"":""A"",""score"":9},{""date"":{""$date"":""2012-10-05T00:00:00Z""},""grade"":""A"",""score"":11}]",The Clubhouse,40378719
623dfc93033c411989315cc5,1250,"[-73.9879627,40.7478473]",Broadway,10001,Manhattan,Korean,"[{""date"":{""$date"":""2014-11-13T00:00:00Z""},""grade"":""Z"",""score"":17},{""date"":{""$date"":""2014-06-30T00:00:00Z""},""grade"":""C"",""score"":30},{""date"":{""$date"":""2013-10-21T00:00:00Z""},""grade"":""A"",""score"":13},{""date"":{""$date"":""2013-04-19T00:00:00Z""},""grade"":""A"",""score"":11},{""date"":{""$date"":""2012-08-13T00:00:00Z""},""grade"":""B"",""score"":20},{""date"":{""$date"":""2012-03-05T00:00:00Z""},""grade"":""A"",""score"":13}]",Kang Suh Korean Restaurant,40378729
